"id","name","num","fax","favorite"
"573","농업생물신소재연구소","880-4902","873-5260","0"
"353","농장","031-290-2051"," ","0"
"535","농학도서관","880-4774","884-0182","0"
"574","뉴미디어통신공동연구소","880-8400","888-3633","0"
"77","대기과학과","880-6713"," ","0"
"575","대기환경연구소","880-6726"," ","0"
"594","대역해석학연구센터","880-6562"," ","0"
"529","대외협력팀","880-8635","880-8632","0"
"370","대학생활문화원","880-5495","871-6033","0"
"678","대학신문사","880-5215","872-9559","0"
"505","대학신문사","880-5212","872-9559","0"
"699","도서관매점","880-5548"," ","0"
"332","도시환경고위정책과정","880-8525","880-5381","0"
"720","도장열쇠부","880-5229"," ","0"
"197","독어교육과","880-7682"," ","0"
"18","독어독문학과","880-6130"," ","0"
"593","독일학연구소","880-6147"," ","0"
"373","동물병원","880-8599"," ","0"
"592","동아문화연구소","880-6012"," ","0"
"17","동양사학과","880-6190"," ","0"
"591","동양음악연구소","880-7907","885-7907","0"
"161","동양화과","880-7471"," ","0"
"679","동원생활관","880-8698","884-0255","0"
"162","디자인학부","880-7512"," ","0"
"698","라운지매점","880-5540"," ","0"
"590","러시아연구소","880-6014"," ","0"
"589","마이크로열시스템연구센터"," "," ","0"
"268","마취과학교실","760-2467"," ","0"
"123","무기재료공학과","880-7156"," ","0"
"708","문방구부","880-5538"," ","0"
"506","문화관","880-5187"," ","0"
"680","문화관","880-5187"," ","0"
"198","물리교육과","880-7748"," ","0"
"76","물리학과","880-6587"," ","0"
"75","물리학부"," "," ","0"
"588","물성과학연구소","880-8515"," ","0"
"587","미국학연구소","880-5436","878-2955","0"
"586","미생물연구소","880-6710","888-4911","0"
"74","미생물학과","880-6698"," ","0"
"269","미생물학교실","740-8313"," ","0"
"712","미용실","880-6788"," ","0"
"16","미학과","880-6245"," ","0"
"145","바이오시스템.소재학부","880-4590"," ","0"
"362","박물관","880-5333","874-3999","0"
"585","반도체공동연구소","880-5460","875-2488","0"
"299","방사선과학교실","760-2584"," ","0"
"298","법의학교실","740-8358"," ","0"
"170","법학과","880-7536"," ","0"
"537","법학도서관","880-5329"," ","0"
"171","법학부","880-7536"," ","0"
"584","법학연구소","880-5471","873-6269","0"
"297","병리학교실","740-8273"," ","0"
"365","보건진료소","880-5338","877-1735","0"
"176","보건학과","740-8857"," ","0"
"177","보건학과(보건학전공)","740-8857"," ","0"
"178","보건학과(인구보건학전공)","740-8857"," ","0"
"721","보험부","880-8585"," ","0"
"710","복사실","880-5535"," ","0"
"583","복잡계통계연구센터","880-5833"," ","0"
"722","복장부","880-5231"," ","0"
"737","복지과","880-5072","888-9671","0"
"582","복합다체계물성연구센터"," "," ","0"
"507","본부당직실","880-5181","885-5272","0"
"508","본부현관","880-5171"," ","0"
"524","부설고등학교","913-7306","917-7154","0"
"545","부설교육행정연수원","880-7810","878-9886","0"
"526","부설여자중학교","762-5251","741-0760","0"
"546","부설중등교원연수원","880-7810","878-9886","0"
"525","부설중학교","943-5811","942-0180","0"
"527","부설초등학교","762-5253","766-4085","0"
"581","분자과학연구소","880-6670","","0"
"580","분자미생물학연구센터","880-6710"," ","0"
"73","분자생물학과","880-6685"," ","0"
"579","분자세포생물학연구소","880-6686","  ","0"
"578","분자촉매연구센터","880-6817"," ","0"
"199","불어교육과","880-7691"," ","0"
"577","불어문화권연구소","880-6115"," ","0"
"15","불어불문학과","880-6114"," ","0"
"576","비교문화연구소","880-6324"," ","0"
"296","비뇨기과학교실","760-2427"," ","0"
"509","사단법인서울대학교출판부","880-5338"," ","0"
"172","사법학과","880-7536"," ","0"
"723","사진부","880-5232"," ","0"
"533","사회과학도서관","880-8248"," ","0"
"613","사회과학연구원","880-5476","886-0976","0"
"183","사회교육과","880-7700","  ","0"
"200","사회교육과(역사전공)","880-7708"," ","0"
"201","사회교육과(일반사회전공)","880-7700"," ","0"
"202","사회교육과(지리전공)","880-7718"," ","0"
"612","사회교육연구소","880-7624"," ","0"
"611","사회발전연구소","880-6313","873-6764","0"
"610","사회복지연구소","880-6320"," ","0"
"39","사회복지학과","880-6456"," ","0"
"35","사회학과","880-6402"," ","0"
"142","산림과학부","880-4750"," ","0"
"295","산부인과학교실","760-2387"," ","0"
"122","산업공학과","880-7172"," ","0"
"163","산업디자인과","880-7512"," ","0"
"294","생리학교실","740-8233"," ","0"
"72","생명과학부","880-6698"," ","0"
"203","생물교육과","880-7768"," ","0"
"71","생물학과","880-6671"," ","0"
"609","생체계측신기술연구센터"," "," ","0"
"714","생화판매소","880-8584"," ","0"
"293","생화학교실","740-8253"," ","0"
"608","생활과학연구소","880-6806","879-1976","0"
"510","생활복지조합","880-6783","872-3150","0"
"682","생활복지조합","880-6783","872-3150","0"
"544","생활체육지도자연수원","880-7809"," ","0"
"684","생활협동조합","880-6782"," ","0"
"41","서무행정실","880-6504","889-6522","0"
"329","서무행정실","880-5641","886-7935","0"
"174","서무행정실","740-8856","762-9105","0"
"263","서무행정실","740-8013","763-0961","0"
"181","서무행정실","880-7604","889-8791","0"
"84","서무행정실","740-8806","766-1852","0"
"336","서무행정실","880-8501","879-1496","0"
"322","서무행정실","880-5602","882-3998","0"
"301","서무행정실","740-8609","745-1907","0"
"237","서무행정실","880-7824","888-9122","0"
"233","서무행정실","880-1206","880-1212","0"
"224","서무행정실","880-6803","885-2679","0"
"167","서무행정실","880-7534","888-5560","0"
"158","서무행정실","880-7453","880-7462","0"
"94","서무행정실","880-7005","877-0914","0"
"149","서무행정실","880-4512","873-0263","0"
"245","서무행정실","880-7902","880-7903","0"
"2","서무행정실","880-6005"," ","0"
"27","서무행정실","880-6304","871-0971","0"
"88","서무행정실","880-6904","884-0408","0"
"14","서양사학과","880-6200"," ","0"
"607","서양음악연구소","880-7908","876-0505","0"
"164","서양화과","880-7481"," ","0"
"13","서어서문학과","880-6156"," ","0"
"511","서울대병원","760-2714","743-2838","0"
"683","서울대병원","760-2714","743-2838","0"
"512","서울창업보육센터","880-6782"," ","0"
"121","섬유고분자공학과","880-7185"," ","0"
"253","성악과","880-7930"," ","0"
"292","성형외과학교실","760-2377"," ","0"
"371","성희롱·성폭력상담소","880-8055","871-6033","0"
"606","세계경제연구소","880-6399"," ","0"
"605","세포분화연구센터","880-6686"," ","0"
"226","소비자아동학과","880-6821"," ","0"
"227","소비자아동학부","880-6821"," ","0"
"228","소비자학과","880-6821"," ","0"
"291","소아과학교실","760-3570"," ","0"
"311","소아치과학교실","740-8729"," ","0"
"70","수리과학부","880-6530"," ","0"
"141","수목원","031-290-2071"," ","0"
"548","수목원","0343-473-0071","031-473-0072","0"
"140","수원수목원","031-290-2071"," ","0"
"139","수원연습림","031-290-2361"," ","0"
"604","수의과학연구소","880-1234","880-1233","0"
"706","수의대매점","880-1222"," ","0"
"69","수의예과","880-6759"," ","0"
"235","수의학과","031-290-2704"," ","0"
"603","수중음향특화연구센터"," "," ","0"
"68","수학과","880-6530"," ","0"
"204","수학교육과","880-7737"," ","0"
"602","수학연구소","880-6562","877-8435","0"
"601","스페인중남미연구소","880-8065"," ","0"
"600","스포츠과학연구소","880-7618","884-7616","0"
"351","시설과","880-5142","889-7197 ","0"
"599","식물분자유전육종연구센터"," "," ","0"
"138","식물생산과학부","880-4540"," ","0"
"137","식품·동물생명공학부","880-4540"," ","0"
"229","식품영양학과","880-6831"," ","0"
"290","신경과학교실","760-2278"," ","0"
"289","신경외과학교실","760-2357"," ","0"
"598","신소재공동연구소","880-5510","887-6388","0"
"597","신소재박막가공및결정성장연구센터","880-7446"," ","0"
"596","신의약품개발연구센터","880-7832"," ","0"
"240","실습약국","880-7835"," ","0"
"549","실험농장","031-290-2081"," ","0"
"367","실험동물사육장","880-5334","886-0578","0"
"685","실험동물사육장","880-5362"," ","0"
"513","실험동물사육장","880-5362"," ","0"
"136","실험목장","031-290-2081"," ","0"
"595","심리과학연구소","880-6316","880-6477","0"
"34","심리학과","880-6429"," ","0"
"230","아동가족학과","880-8747"," ","0"
"254","악기실","880-7916"," ","0"
"716","안경부","880-8008"," ","0"
"288","안과학교실","760-2437"," ","0"
"628","암연구소","740-8092","766-4477","0"
"717","약국","880-6792"," ","0"
"287","약리학교실","740-8293"," ","0"
"241","약초원","(031)312-1444"," ","0"
"542","약초원","880-7842"," ","0"
"242","약학과","880-7825"," ","0"
"541","약학교육연수원","880-7839"," ","0"
"243","약학대학","880-7824"," ","0"
"724","양품부","880-5235"," ","0"
"725","양화부","880-5237"," ","0"
"713","양화수선소","880-6493"," ","0"
"543","어린이집","880-5766,5767","874-5768","0"
"627","언론정보연구소","880-5481","873-1451","0"
"33","언론정보학과","880-6466"," ","0"
"369","언어교육원","880-5483","871-6907","0"
"12","언어학과","880-6164"," ","0"
"626","에너지자원신기술연구소","880-8714","873-2717","0"
"625","여성연구소","880-8951","880-6287","0"
"729","여행안내소","880-8586"," ","0"
"205","역사교육과","880-7708"," ","0"
"550","연건사","740-8056"," ","0"
"341","연구지원과","880-5167","885-4482","0"
"120","연구지원소","880-7016"," ","0"
"354","연구지원소","880-7016"," ","0"
"342","연구진흥과","880-5164","873-0002","0"
"135","연습림","031-290-2061"," ","0"
"352","연습림","031-290-2061"," ","0"
"624","영문화권연구소","880-6083"," ","0"
"206","영어교육과","880-7671"," ","0"
"11","영어영문학과","880-6078"," ","0"
"286","예방의학교실","740-8333"," ","0"
"312","예방치학교실","740-8684"," ","0"
"347","예산담당과","880-5127","889-7489","0"
"623","예술문화연구소","880-6245"," ","0"
"622","오페라연구소","880-7943","880-7943","0"
"285","외과학교실","740-2317"," ","0"
"32","외교학과","880-6347"," ","0"
"207","외국어교육과","880-7671"," ","0"
"208","외국어교육과(독어전공)","880-7682"," ","0"
"209","외국어교육과(불어전공)","880-7691"," ","0"
"210","외국어교육과(영어전공)","880-7671"," ","0"
"726","운동구부","880-5234"," ","0"
"119","원자핵공학과","880-7202"," ","0"
"621","유전공학연구소","880-5491","874-1206","0"
"255","음악과","880-7905"," ","0"
"134","응용생물화학부","880-4640"," ","0"
"118","응용화학부","880-7068"," ","0"
"284","의공학교실","740-2509"," ","0"
"265","의료관리학교실","740-8361"," ","0"
"231","의류학과","880-6841"," ","0"
"283","의사학교실","740-8378"," ","0"
"67","의예과","880-6759"," ","0"
"282","의학과","740-8031"," ","0"
"540","의학교육연수원","741-4643"," ","0"
"536","의학도서관","740-8043"," ","0"
"281","의학분관","740-8045"," ","0"
"620","의학연구원","740-8944","762-8935","0"
"619","이론물리학연구소","880-6523","884-7167","0"
"711","이발부","880-5539"," ","0"
"280","이비인후과학교실","760-2447"," ","0"
"618","인간생명과학연구단"," "," ","0"
"31","인류학과","880-6418"," ","0"
"617","인문정보연구소","880-8064"," ","0"
"616","인문학연구원(소)","880-6020","874-7787","0"
"615","인지과학연구소","880-7734","886-9604","0"
"279","임상병리학교실","760-2548"," ","0"
"614","임업과학연구소","031-290-2339"," ","0"
"528","입학관리과","800-5021","880-6996","0"
"649","자동제어특화연구센터","880-6479"," ","0"
"648","자동화시스템공동연구소","880-5512","888-4182","0"
"249","자료제작실","880-7909"," ","0"
"83","자연과학부대기과학전공","880-6713"," ","0"
"66","자연과학부물리학전공","880-6587"," ","0"
"65","자연과학부미생물학전공","880-6698"," ","0"
"64","자연과학부분자생물학전공","880-6685"," ","0"
"63","자연과학부생물과학전공","880-6671"," ","0"
"62","자연과학부수학전공","880-6530"," ","0"
"61","자연과학부전산과학전공","880-6755"," ","0"
"60","자연과학부지구시스템과학전공","880-6727"," ","0"
"59","자연과학부천문학전공","880-6621"," ","0"
"58","자연과학부통계학전공","880-6565"," ","0"
"57","자연과학부해양학전공","880-6743"," ","0"
"56","자연과학부화학전공","880-6633"," ","0"
"117","자원공학과","880-7219"," ","0"
"686","자하연식당","880-7887"," ","0"
"735","자하연식당","880-7888"," ","0"
"256","작곡과","880-7944"," ","0"
"257","작곡과(이론전공)","880-7944"," ","0"
"258","작곡과(작곡전공)","880-7944"," ","0"
"715","장신구부","880-6789"," ","0"
"647","재단법인기초전력공학공동연구소","880-5516"," ","0"
"514","재단법인서울대학교발전기금","880-5483"," ","0"
"116","재료공학부","880-7085"," ","0"
"115","재료실험실","880-7032"," ","0"
"348","재무과","880-5111","872-1793","0"
"278","재활의학교실","760-2619"," ","0"
"488","전기(관악)","880-5155"," ","0"
"668","전기(관악)","880-5155"," ","0"
"489","전기(관악-야간)","880-5245"," ","0"
"669","전기(관악-야간)","880-5245"," ","0"
"491","전기(수원)","880-2023"," ","0"
"670","전기(수원)","880-2023"," ","0"
"671","전기(연건)","880-8027"," ","0"
"490","전기(연건)","880-8027"," ","0"
"114","전기.컴퓨터공학부"," "," ","0"
"113","전기공학부","880-7241"," ","0"
"55","전산과학과","880-6755"," ","0"
"112","전자계산실","880-7418"," ","0"
"727","전자부","880-5226"," ","0"
"709","전통찾집","880-6244"," ","0"
"499","전화(관악)","880-6000"," ","0"
"672","전화(관악)","880-6000"," ","0"
"501","전화(수원)","880-2114"," ","0"
"673","전화(수원)","880-2114"," ","0"
"500","전화(연건)","880-8060"," ","0"
"674","전화(연건)","880-8060"," ","0"
"515","정 문","880-5175"," ","0"
"687","정 문","880-5175"," ","0"
"111","정밀계측실","880-7017"," ","0"
"646","정밀기계설계공동연구소","880-5513","889-6205","0"
"645","정보통신행정연구소","880-8545","884-0172","0"
"530","정보화기획팀","880-5842","876-5019","0"
"277","정신과학교실","760-2457"," ","0"
"30","정치학과","880-6330"," ","0"
"276","정형외과학교실","760-2367"," ","0"
"705","제1공학관매점","880-1933"," ","0"
"730","제1식당","880-5543"," ","0"
"731","제2식당","880-5544"," ","0"
"700","제2식당매점","880-5557"," ","0"
"732","제3식당","880-5545"," ","0"
"701","제3식당매점","880-5549"," ","0"
"733","제4식당","880-5546"," ","0"
"702","제4식당매점","880-8006"," ","0"
"734","제5식당","880-5547"," ","0"
"703","제5식당매점","880-6793"," ","0"
"239","제약학과","880-7825"," ","0"
"644","제어계측신기술연구센터","880-7318"," ","0"
"133","조경.지역시스템공학부","880-4870"," ","0"
"110","조선해양공학과","880-7321"," ","0"
"165","조소과","880-7493"," ","0"
"643","조형연구소","880-7457","888-8935","0"
"642","종교문제연구소","880-6024"," ","0"
"25","종교학과","880-6237"," ","0"
"275","종합실습실","740-8067"," ","0"
"641","종합약학연구소","880-7827","884-8334","0"
"132","중부연습림","031-62-5139"," ","0"
"640","중앙교육연구전산소","880-5353"," ","0"
"532","중앙도서관","880-5282","872-1797","0"
"531","중앙전산원","880-8282","887-0130","0"
"10","중어중문학과","880-6064"," ","0"
"639","증권금융연구소","880-6854","882-0547","0"
"211","지구과학교육과","880-7777"," ","0"
"54","지구환경과학부","880-6727"," ","0"
"109","지구환경시스템공학부","880-7342"," ","0"
"638","지능형생체계면공학연구센터","740-8636"," ","0"
"212","지리교육과","880-7718"," ","0"
"29","지리학과","880-6444"," ","0"
"637","지진공학연구센터"," "," ","0"
"53","지질과학과","880-6727"," ","0"
"52","지질과학과(지구물리학전공)","880-6727"," ","0"
"51","지질과학과(지질학전공)","880-6727"," ","0"
"50","천문학과","880-6621"," ","0"
"636","천연물과학연구소","740-8903","762-8322","0"
"9","철학과","880-6218"," ","0"
"8","철학과(동양철학전공)","880-6219"," ","0"
"5","철학과(서양철학전공)","880-6219"," ","0"
"635","철학사상연구소","880-6223","874-0126","0"
"704","체육관매점","880-5551"," ","0"
"213","체육교육과","880-7788","  ","0"
"634","초미세소자기술연구소","880-8285","886-5112","0"
"740","총무과","880-5092","885-5272","0"
"516","총학생회","880-5368"," ","0"
"688","총학생회","880-5368"," ","0"
"90","최고경영자과정","880-6912"," ","0"
"108","최고산업전략과정","880-7021"," ","0"
"633","축산과학기술연구소","031-290-2346"," ","0"
"313","치과교정학교실","740-8739"," ","0"
"314","치과마취학교실","740-8702"," ","0"
"315","치과보존학교실","740-8759"," ","0"
"316","치과보철학교실","740-8779"," ","0"
"317","치과생체재료학교실","740-8694"," ","0"
"318","치과약리학교실","740-8689"," ","0"
"319","치과의료관리학","740-8792"," ","0"
"274","치료방사선과학교실","760-2520"," ","0"
"49","치의예과","880-6758"," ","0"
"320","치의학과","740-8611"," ","0"
"539","치의학교육연수원","740-8611"," ","0"
"632","치학연구소","740-8611","745-1907","0"
"131","칠보산연습림","031-292-5615"," ","0"
"107","컴퓨터공학과","880-7288"," ","0"
"106","컴퓨터공학부"," "," ","0"
"728","컴퓨터부","880-6799"," ","0"
"631","컴퓨터연구소","880-7107","887-8991","0"
"630","터보.동력기계연구센터","880-5513"," ","0"
"105","토목공학과","880-7343"," ","0"
"104","토목공학과(도시공학전공)","880-7363"," ","0"
"103","토목공학과(토목공학전공)","880-7343"," ","0"
"629","통계연구소","880-6581"," ","0"
"48","통계학과","880-6565"," ","0"
"273","피부과학교실","760-2417"," ","0"
"697","학A매점","880-5531"," ","0"
"517","학군단","880-5204","880-6492","0"
"690","학군단","880-5204","880-6492","0"
"339","학사과","880-5033","874-8965","0"
"738","학생과","880-5052","874-4418","0"
"660","학생생활연구소","880-5495"," ","0"
"739","학생지원센터","880-5061"," ","0"
"3","학생행정실","880-6009"," ","0"
"302","학생행정실","740-8612"," ","0"
"82","학생행정실","740-8808"," ","0"
"323","학생행정실","880-5603"," ","0"
"264","학생행정실","740-8037"," ","0"
"246","학생행정실","880-7906"," ","0"
"238","학생행정실","880-7826"," ","0"
"225","학생행정실","880-6805"," ","0"
"182","학생행정실","880-7608"," ","0"
"87","학생행정실","880-6908"," ","0"
"234","학생행정실","880-1210"," ","0"
"168","학생행정실","880-7538"," ","0"
"175","학생행정실","740-8857","  ","0"
"159","학생행정실","880-7455"," ","0"
"150","학생행정실","880-4508"," ","0"
"26","학생행정실","880-6308"," ","0"
"93","학생행정실","880-7010"," ","0"
"40","학생행정실","880-6508"," ","0"
"691","학생회관","880-5401"," ","0"
"518","학생회관","880-5401"," ","0"
"659","한국문화연구소","880-5504","888-5833","0"
"214","한국어지도자과정","880-7688"," ","0"
"658","한국정치연구소","880-6343"," ","0"
"657","한국행정연구소","880-5608","882-5608","0"
"736","함춘당식당","742-9370"," ","0"
"656","항공우주신기술연구소","880-8980","872-9262","0"
"272","해부학교실","740-8213"," ","0"
"655","해양시스템공학연구소","880-8377","884-3803","0"
"654","해양연구소","880-6512","887-8821","0"
"47","해양학과","880-6743"," ","0"
"692","행정관 당직실","880-5181","885-5272","0"
"693","행정관 현관","880-5171"," ","0"
"324","행정학과","880-5603"," ","0"
"326","행정학과(정책학전공)","880-5603"," ","0"
"327","행정학과(행정학전공)","880-5603"," ","0"
"215","협동과정","880-7631"," ","0"
"216","협동과정(가정교육전공)","880-7631"," ","0"
"217","협동과정(경영교육전공)","880-7631"," ","0"
"218","협동과정(미술교육전공)","880-7631"," ","0"
"219","협동과정(음악교육전공)","880-7631"," ","0"
"46","협동과정과학사및과학철학전공","880-6758"," ","0"
"151","협동과정국제협력전공","880-8505"," ","0"
"102","협동과정기술경영전공","872-8359"," ","0"
"101","협동과정기술정책전공","880-8386"," ","0"
"130","협동과정농업생물공학전공","880-4850"," ","0"
"100","협동과정도시설계학전공","880-7051"," ","0"
"6","협동과정비교문학전공","880-6058"," ","0"
"99","협동과정생물화학공학전공","880-7068"," ","0"
"7","협동과정서양고전학전공","880-6026"," ","0"
"259","협동과정서양음악학전공","880-7908"," ","0"
"152","협동과정여성학전공","880-8889"," ","0"
"522","협동과정여성학전공","880-8889"," ","0"
"45","협동과정유전공학전공","880-5491"," ","0"
"260","협동과정음악학","880-7901"," ","0"
"98","협동과정의용생체공학전공","880-7241"," ","0"
"4","협동과정인지과학전공","880-6235"," ","0"
"333","협동과정조경학","880-5642"," 886-7935","0"
"271","협동과정종양생물학전공","760-3376"," ","0"
"153","협동과정지역연구전공","880-8505"," ","0"
"653","협동과정지역연구전공","880-8505"," ","0"
"154","협동과정천연물과학전공","740-8903"," ","0"
"523","협동과정천연물과학전공","740-8903","","0"
"155","협동과정통상협상전공","880-8505"," ","0"
"220","협동과정특수교육전공"," "," ","0"
"261","협동과정한국음악학전공","880-7907"," ","0"
"156","협동과정한국학전공","880-8505"," ","0"
"221","협동과정환경교육전공","880-7722"," ","0"
"519","호암교수회관","880-8599","877-4172","0"
"694","호암교수회관","880-8599","877-4172","0"
"718","화방","880-7461"," ","0"
"652","화학공정신기술연구소","880-8343","880-1560","0"
"97","화학공학과","880-7401"," ","0"
"44","화학과","880-6633"," ","0"
"222","화학교육과","880-7758"," ","0"
"43","화학부"," "," ","0"
"651","환경계획연구소","880-5643","883-8620","0"
"334","환경계획학과","880-5646","871-8847","0"
"179","환경보건학과","740-8857"," ","0"
"650","환경안전연구소","880-5500","885-4738","0"
"358","환경안전원","880-5500","885-4738","0"
"331","환경조경학과","880-5660","874-7181","0"
"520","후 문","880-5178"," ","0"
"695","후 문","880-5178"," ","0"
"521","후생관"," "," ","0"
"696","후생관"," "," ","0"
"270","흉부외과학교실","760-2347"," ","0"
